"0491;0492";24;ИЯТШ;Иностранный язык (английский);Практика;Учебная аудитория;25;;
"0491;0492";24;ИЯТШ;Творческий проект;Практика;Учебная аудитория;9;;
"0491;0492;0791;0792";8;ИЯТШ;Английский язык (адаптационный курс);Практика;Учебная аудитория;34;;
"0491;0492;0791;0792";8;ИЯТШ;Иностранный язык (английский);Практика;Учебная аудитория;35;;
"0491;0791";23;ИЯТШ;Английский язык (адаптационный курс);Практика;Учебная аудитория;35;;
"0491;0791";23;ИЯТШ;Иностранный язык (английский);Практика;Учебная аудитория;34;;
"0491;0792";23;ИЯТШ;Химия 1.1;Лабораторные;Лаборатория;4;;
"0491;0792";23;ИЯТШ;Химия 1.2;Лабораторные;Лаборатория;4;;
0492;24;ИЯТШ;Информатика;Лабораторные;Компьютерный класс;18;;
0492;24;ИЯТШ;Информатика;Лабораторные;Лаборатория;18;;
0492;24;ИЯТШ;История;Практика;Учебная аудитория;8;;
0492;24;ИЯТШ;Математика 1.1;Практика;Учебная аудитория;36;;
0492;24;ИЯТШ;Математика 2.1;Практика;Поточная лекционная аудитория;1;;
0492;24;ИЯТШ;Математика 2.1;Практика;Учебная аудитория;23;;
0492;24;ИЯТШ;Минералогия и геохимия;Практика;Лаборатория;9;;
0492;24;ИЯТШ;Начертательная геометрия и инженерная графика 1.2;Лабораторные;Компьютерный класс;17;;
0492;24;ИЯТШ;Начертательная геометрия и инженерная графика 2.2;Лабораторные;Компьютерный класс;18;;
0492;24;ИЯТШ;Основы алгоритмизации в химической технологии;Лабораторные;Компьютерный класс;18;;
0492;24;ИЯТШ;Основы информационной культуры;Практика;Компьютерный класс;4;;
0492;24;ИЯТШ;Предприимчивость;Практика;Учебная аудитория;4;;
0492;24;ИЯТШ;Русский язык (адаптационный курс);Практика;Лаборатория;31;;
0492;24;ИЯТШ;Русский язык (адаптационный курс);Практика;Учебная аудитория;34;;
0492;24;ИЯТШ;Физика 1.2;Лабораторные;Лаборатория;17;;
0492;24;ИЯТШ;Физика 1.2;Практика;Компьютерный класс;9;;
0492;24;ИЯТШ;Химия 1.1;Лабораторные;Лаборатория;33;;
0492;24;ИЯТШ;Химия 1.1;Практика;Поточная лекционная аудитория;9;;
0492;24;ИЯТШ;Химия 2.1;Лабораторные;Лаборатория;28;;
0492;24;ИЯТШ;Химия 2.1;Практика;Поточная лекционная аудитория;7;;
0492;24;ИЯТШ;Час куратора;Практика;Лаборатория;17;;
0492;24;ИЯТШ;Час куратора;Практика;Поточная лекционная аудитория;7;;
0492;24;ИЯТШ;Час куратора;Практика;Учебная аудитория;1;;
"0492;0492";24;ИЯТШ;Начертательная геометрия и инженерная графика 1.2;Практика;Учебная аудитория;18;;
"0492;0492";24;ИЯТШ;Начертательная геометрия и инженерная графика 2.2;Практика;Учебная аудитория;18;;
075А;30;ИЯТШ;Автоматизация проектирования;Лабораторные;Компьютерный класс;28;;
075А;30;ИЯТШ;Автоматизированные системы управления ядерными энергетическими установками;Практика;Учебная аудитория;9;;
075А;30;ИЯТШ;Оптимизация в технике управления;Лабораторные;Компьютерный класс;35;;
075А;30;ИЯТШ;Оптимизация в технике управления;Лабораторные;Лаборатория;4;;
075А;30;ИЯТШ;Системы автоматизации экспериментов на термоядерных установках;Лабораторные;Компьютерный класс;36;;
075А;30;ИЯТШ;Современные компьютерные технологии в автоматизированных системах управления технологическими процессами;Лабораторные;Компьютерный класс;42;;
075А;30;ИЯТШ;Средства автоматизации и приборы контроля химического производства;Лабораторные;Лаборатория;40;;
075А;30;ИЯТШ;Статистические методы контроля и управления;Лабораторные;Компьютерный класс;40;;
075А;30;ИЯТШ;Телеконтроль и телеуправление;Лабораторные;Компьютерный класс;42;;
0761;34;ИЯТШ;Автоматизированные системы управления ядерными энергетическими установками;Лабораторные;Лаборатория;24;;
0761;34;ИЯТШ;Адаптивные системы управления;Лабораторные;Компьютерный класс;32;;
0761;34;ИЯТШ;Деловой английский язык;Практика;Учебная аудитория;26;;
0761;34;ИЯТШ;Менеджмент 1.1;Практика;Поточная лекционная аудитория;8;;
0761;34;ИЯТШ;Методы контроля технологических переменных ядерных энергетических установок;Лабораторные;Лаборатория;26;;
0761;34;ИЯТШ;Основы обеспечения безопасности физических установок;Лабораторные;Лаборатория;32;;
0761;34;ИЯТШ;Основы теории управления физическими установками;Практика;Учебная аудитория;5;;
0761;34;ИЯТШ;Профессиональная подготовка на английском языке;Лабораторные;Учебная аудитория;35;;
0761;34;ИЯТШ;Процессы и оборудование атомных электростанций, как технологические объекты управления;Лабораторные;Лаборатория;28;;
0761;34;ИЯТШ;Теория графов и ее применение в проектировании сложных систем;Лабораторные;Компьютерный класс;25;;
0761;34;ИЯТШ;Теория информации и ее приложение в автоматизированных системах;Лабораторные;Компьютерный класс;33;;
0761;34;ИЯТШ;Учебно-исследовательская работа студентов;Практика;Учебная аудитория;11;;
0761;34;ИЯТШ;Цифровые системы управления;Лабораторные;Компьютерный класс;24;;
0761;34;ИЯТШ;Цифровые системы управления;Практика;Учебная аудитория;5;;
0761;34;ИЯТШ;Электрические элементы систем автоматического управления;Лабораторные;Компьютерный класс;37;;
0761;34;ИЯТШ;Ядерная физика. Физико-энергетические установки;Лабораторные;Лаборатория;10;;
0761;34;ИЯТШ;Ядерная физика. Физико-энергетические установки;Практика;Учебная аудитория;9;;
0761;34;ИЯТШ;Ядерные реакторы;Лабораторные;Лаборатория;11;;
0761;34;ИЯТШ;Ядерные реакторы;Лабораторные;Учебная аудитория;6;;
0761;34;ИЯТШ;Ядерные реакторы;Практика;Лаборатория;4;;
"0761;0761";34;ИЯТШ;Основы обеспечения безопасности физических установок;Лабораторные;Лаборатория;1;;
"0761;0761";34;ИЯТШ;Процессы и оборудование атомных электростанций, как технологические объекты управления;Лабораторные;Лаборатория;1;;
"0761;0761";34;ИЯТШ;Цифровые системы управления;Лабораторные;Компьютерный класс;2;;
0771;21;ИЯТШ;Архитектура микропроцессоров и микроконтроллеров;Лабораторные;Компьютерный класс;35;;
0771;21;ИЯТШ;Безопасность жизнедеятельности 1.1;Лабораторные;Лаборатория;18;;
0771;21;ИЯТШ;Безопасность жизнедеятельности 1.1;Практика;Учебная аудитория;10;;
0771;21;ИЯТШ;Бизнес финансы;Практика;Поточная лекционная аудитория;8;;
0771;21;ИЯТШ;Деловой английский язык;Практика;Учебная аудитория;33;;
0771;21;ИЯТШ;Дискретная математика;Лабораторные;Компьютерный класс;36;;
